uniqid,name,type,staff_com,formed_combined2,stat2,isic1_1,isic1_2,isic2_1,isic2_2,isic3_1,isic3_2,cat1_1,cat1_2,cat_2_1,cat2_2,cat3_1,cat3_2,_merge,citizen_dummy,type_4cat,interestgroup
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
694,Australian Trucking Association,2,15,1989,1,800,49,,,,,200,204,,,,,3,0,2,1
699,Australian University Sport,5,20,1992,5,1800,93,1600,85,,,2000,,600,606,,,3,0,2,1
699,Australian University Sport,5,20,1992,5,1800,93,1600,85,,,2000,,600,606,,,3,0,2,1
699,Australian University Sport,5,20,1992,5,1800,93,1600,85,,,2000,,600,606,,,3,0,2,1
699,Australian University Sport,5,20,1992,5,1800,93,1600,85,,,2000,,600,606,,,3,0,2,1
702,Australian Veterans and Defence Services Council,,,,,,,,,,,,,,,,,1,999,999,0
702,Australian Veterans and Defence Services Council,,,,,,,,,,,,,,,,,1,999,999,0
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
703,Australian Veterinary Association,4,30,1921,2,1300,75,,,,,300,303,,,,,3,0,4,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
711,Australian Water Association,2,35,1962,2,500,36,,,,,200,204,,,,,3,0,2,1
718,Australian Window Association,2,10,1991,2,600,43,,,,,200,204,,,,,3,0,2,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
727,Australian Workers' Union,3,300,1886,2,1900,9420,,,,,400,403,,,,,3,0,3,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
732,Australians for Constitutional Monarchy,1,1,1993,2,,,,,,,1100,1111,,,,,3,1,1,1
733,Australians for Native Title and Reconciliation,1,2,,2,,,,,,,1400,1405,,,,,3,1,1,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
735,AUSVEG,2,15,1994,8,100,,,,,,200,204,500,,,,3,0,2,1
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
744,Baker IDI,,,,,,,,,,,,,,,,,1,999,999,0
748,Barnardos Australia,7,250,1883,2,,,,,,,1900,1903,1500,1501,,,3,1,1,1
748,Barnardos Australia,7,250,1883,2,,,,,,,1900,1903,1500,1501,,,3,1,1,1
748,Barnardos Australia,7,250,1883,2,,,,,,,1900,1903,1500,1501,,,3,1,1,1
748,Barnardos Australia,7,250,1883,2,,,,,,,1900,1903,1500,1501,,,3,1,1,1
748,Barnardos Australia,7,250,1883,2,,,,,,,1900,1903,1500,1501,,,3,1,1,1
748,Barnardos Australia,7,250,1883,2,,,,,,,1900,1903,1500,1501,,,3,1,1,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
749,Basketball Australia,2,27,1981,2,1800,93,,,,,200,204,2000,,,,3,0,2,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
752,Benevolent Society,6,800,1813,2,,,,,,,1900,1903,1900,1901,,,3,1,1,1
753,The National Depression Initiative,1,40,2000,8,,,,,,,1800,1802,,,,,3,1,1,1
753,The National Depression Initiative,1,40,2000,8,,,,,,,1800,1802,,,,,3,1,1,1
760,Biofuels Association of Australia,2,,,5,300,19,,,,,200,204,,,,,3,0,2,1
760,Biofuels Association of Australia,2,,,5,300,19,,,,,200,204,,,,,3,0,2,1
760,Biofuels Association of Australia,2,,,5,300,19,,,,,200,204,,,,,3,0,2,1
760,Biofuels Association of Australia,2,,,5,300,19,,,,,200,204,,,,,3,0,2,1
760,Biofuels Association of Australia,2,,,5,300,19,,,,,200,204,,,,,3,0,2,1
760,Biofuels Association of Australia,2,,,5,300,19,,,,,200,204,,,,,3,0,2,1
764,Blind Citizens Australia,1,3,1975,8,,,,,,,1800,1802,,,,,3,1,1,1
764,Blind Citizens Australia,1,3,1975,8,,,,,,,1800,1802,,,,,3,1,1,1
764,Blind Citizens Australia,1,3,1975,8,,,,,,,1800,1802,,,,,3,1,1,1
764,Blind Citizens Australia,1,3,1975,8,,,,,,,1800,1802,,,,,3,1,1,1
764,Blind Citizens Australia,1,3,1975,8,,,,,,,1800,1802,,,,,3,1,1,1
775,Bowls Australia,8,30,1911,8,,,,,,,2000,2001,,,,,3,999,999,0
775,Bowls Australia,8,30,1911,8,,,,,,,2000,2001,,,,,3,999,999,0
775,Bowls Australia,8,30,1911,8,,,,,,,2000,2001,,,,,3,999,999,0
775,Bowls Australia,8,30,1911,8,,,,,,,2000,2001,,,,,3,999,999,0
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
777,BoysTown,6,422,1961,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
779,Brain Foundation,6,1,1970,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
780,Brain Injury Australia,1,1,1986,2,,,,,,,1800,1802,,,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
782,Bravehearts,7,35,1997,5,,,,,,,1900,1903,1500,1501,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
785,Breast Cancer Network Australia,1,24,1998,8,,,,,,,1800,1802,,,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
789,Brotherhood of St Laurence,7,,1930,8,,,,,,,1900,1901,1900,1903,,,3,1,1,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
794,Bus Industry Confederation,2,3,1994,1,800,49,,,,,200,204,,,,,3,0,2,1
795,Bush Heritage Australia,7,58,1990,8,,,,,,,1100,1102,,,,,3,1,1,1
795,Bush Heritage Australia,7,58,1990,8,,,,,,,1100,1102,,,,,3,1,1,1
795,Bush Heritage Australia,7,58,1990,8,,,,,,,1100,1102,,,,,3,1,1,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
798,Business Council of Australia,2,18,1983,8,1900,941,,,,,200,205,,,,,3,0,2,1
799,Business Events Council of Australia,2,7,1994,2,1400,82,,,,,200,205,,,,,3,0,2,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
801,Butterfly Foundation,7,8,2002,8,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
805,Cancer Council Australia,1,35,1961,2,,,,,,,1800,1802,,,,,3,1,1,1
807,CARE Australia,7,81,1987,1,,,,,,,1100,1114,,,,,3,1,1,1
807,CARE Australia,7,81,1987,1,,,,,,,1100,1114,,,,,3,1,1,1
807,CARE Australia,7,81,1987,1,,,,,,,1100,1114,,,,,3,1,1,1
807,CARE Australia,7,81,1987,1,,,,,,,1100,1114,,,,,3,1,1,1
807,CARE Australia,7,81,1987,1,,,,,,,1100,1114,,,,,3,1,1,1
